college_institution_id,name,university_id,district_code,state_code,city,autonomous,girl_exclusive,infrastructure_id,is_accredited,offers_scholarship,offers_loan,accreditation_id,accreditation_body,score,max_score,has_score,Total_Students,courses,c_Agriculture,c_Area_Studies,c_Arts,c_Commerce,c_Criminology_&_Forensic_Science,c_Cultural_Studies,c_Defence_Studies,c_Design,c_Disability_Studies,c_Education,c_Engineering_&_Technology,c_Fashion_Technology,c_Fine_Arts,c_Fisheries_Science,c_Foreign_Language,c_Gandhian_Studies,c_Home_Science,c_IT_&_Computer,c_Indian_Language,c_Journalism_&_Mass_Communication,c_Law,c_Library_&_Information_Science,c_Linguistics,c_Management,c_Marine_Science_/_Oceanography,c_Medical_Science,c_Oriental_Learning,c_Physical_Education,c_Religious_Studies,c_Science,c_Social_Science,c_Social_Work,c_Veterinary_&_Animal_Sciences,c_Women_Studies,infrastructure_score,Accr_Score_Percentage,Total_Teachers,student_to_teacher,Student_Density,Infra_quality
34211,Vidyavardhinis College of Engineering and Technology Vidyavardhinis College Campus Vasai Road (Western Railway) Dist Thane 401 202,318,517,27,Vasai Road,FALSE,FALSE,192573,TRUE,TRUE,FALSE,29790,NBA,6.528,684,TRUE,1598,Mechanical Engineering Computer Engineering Civil Engineering Mechanical Engineering Information Technology Other Engineering & Technology Electronics Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.954385965,104,15.36538462,3,0
52688,PRABHAKAR DEGREE COLLEGE,408,112,8,MERTA CITY,FALSE,FALSE,200869,TRUE,TRUE,FALSE,30856,"M.D.S. UNIVERSITY, AJMER",5,230,TRUE,4,Science Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2.173913043,21,0.19047619,1,2
39714,"Parajanga Mohavidyalaya,Parajanga,Dhenkanal",366,383,21,PARJANG,FALSE,FALSE,164135,TRUE,TRUE,FALSE,24758,NAAC,0.236,4,TRUE,1866,Science Science Science Science Science Arts Arts Arts Arts Arts Arts Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5.9,51,36.58823529,3,0
11142,"Kai Sou Malatidevi Vasantrao Patil Mahila Shikshan Shastra Mahavidyalaya, Duyyam Bazar Awar, Market Yard, MIRAJ",325,531,27,Miraj,FALSE,TRUE,160887,TRUE,TRUE,FALSE,24304,NAAC,0.5675,4,TRUE,32,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14.1875,7,4.571428571,1,2
9082,"C320 Govt F G Degree College,Jewargi",219,579,29,JEWARGI,FALSE,FALSE,183496,TRUE,TRUE,FALSE,28232,NAAC,0.65,4,TRUE,1389,Science Commerce Arts Business Management,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,16.25,51,27.23529412,3,2
43057,"Amolakchand Mahavidyalaya, Yavatmal. Maharashtra Yavatmal",324,510,27,Yavatamal,FALSE,FALSE,209770,TRUE,TRUE,FALSE,31839,NAAC,0.67,4,TRUE,5288,Science Science Science Science Science Science Science Commerce Arts Arts Arts Arts Arts Arts Arts Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,16.75,43,122.9767442,0,1
39522,"Niali College,Niali,Cuttack",366,381,21,,FALSE,FALSE,174771,TRUE,TRUE,FALSE,26571,NAAC,0.68,4,TRUE,451,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,31,14.5483871,1,3
7611,"Lal Bahadur Shastri Mahavidyalaya, Dharmabad",328,511,27,Dharmabad,FALSE,FALSE,169699,TRUE,TRUE,FALSE,25670,NAAC,0.75,4,TRUE,920,Science Chemistry Physics Commerce Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,18.75,28,32.85714286,1,0
27346,"Government Degree College, Bhadrachalam",19,541,36,khammam,FALSE,FALSE,200277,TRUE,FALSE,FALSE,30800,NAAC,0.76,4,TRUE,892,Science Science Science Science Commerce Commerce Arts Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,19,33,27.03030303,1,0
44599,C325 Govt First Grade College Shahapur,219,579,29,Shahapur,FALSE,FALSE,172443,TRUE,FALSE,FALSE,26155,NAAC,0.761,4,TRUE,1829,Chemistry Mathematics Science Commerce Commerce Arts Business Management History Political Science Computer Application,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8,19.025,70,26.12857143,3,2
18453,"Sri Shivaji Arts Commerce Science College, Rajura",658,509,27,Rajura,FALSE,FALSE,169682,TRUE,TRUE,FALSE,25667,NAAC,0.8,4,TRUE,1672,Science Commerce Commerce Arts Political Science Other Social Science History Sociology English Women Studies Fisheries Science,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,20,44,38,3,0
42143,"P.V.G.s College of Engineering and Technology, Pune 9.",323,521,27,Pune 411009,FALSE,FALSE,192972,TRUE,FALSE,FALSE,29833,NAAC,0.83,4,TRUE,1885,Other Engineering & Technology Electrical Engineering Electronics Engineering Other Engineering & Technology Computer Engineering Mechanical Engineering Electrical Engineering Information Technology,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20.75,78,24.16666667,3,0
50254,NOBEL INSTITUTE OF BUSINESS EXCELLENCE,215,572,29,BANGALORE,FALSE,FALSE,160363,TRUE,FALSE,FALSE,24213,LOCAL INQUIRY COMMITEE,52.2,250,TRUE,151,Commerce Business Administration Computer Application,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,20.88,57,2.649122807,1,0
29418,"Govt. College of Education, Sector-20",78,55,4,Chandigarh,FALSE,FALSE,181763,TRUE,FALSE,FALSE,27929,NAAC,0.865,4,TRUE,186,Education Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21.625,27,6.888888889,1,3
18829,"Samarth Arts Commerce College, Ashti",332,504,27,Ashti,FALSE,FALSE,155687,TRUE,TRUE,FALSE,23451,NAAC,1,4,TRUE,208,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,10,20.8,1,2
40845,N.S.C.B.College,362,372,21,SAMBALPUR,FALSE,FALSE,176334,TRUE,FALSE,FALSE,26878,NAAC,1,4,TRUE,676,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,4,169,1,0
8779,K. S. College,68,215,10,Darbhanga,FALSE,FALSE,205801,TRUE,TRUE,FALSE,31388,NAAC,1,4,TRUE,3153,Science Science Science Science Science Commerce Arts Arts Arts Arts Arts Arts Arts Arts Arts Arts Arts Arts Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,25,23,137.0869565,3,2
39843,"Balikuda College,Balikuda,Jagatsinghpur",366,380,21,JAGATSINGHPUR,FALSE,FALSE,204783,TRUE,FALSE,FALSE,31258,NAAC,1,4,TRUE,350,Area Studies Area Studies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,36,9.722222222,1,2
39665,"U.G.S. Mahavidyalaya, Sakhigopal",366,387,21,Puri,FALSE,FALSE,176362,TRUE,FALSE,FALSE,26886,NAAC,1,4,TRUE,856,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,17,50.35294118,1,0
36491,AMBIGA COLLEGE OF ARTS & SCIENCE,463,623,33,MADURAI,FALSE,FALSE,185916,TRUE,TRUE,FALSE,28668,NAAC,1,4,TRUE,5,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,3,1.666666667,1,3
19377,"Govt. College, Gangapurcity",387,108,8,Gangapurcity,FALSE,FALSE,177041,TRUE,TRUE,FALSE,27009,NAAC,1,4,TRUE,10575,Science Science Science Science Science Commerce Commerce Commerce Arts Arts Arts Arts Arts Arts Arts Political Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,25,24,440.625,2,2
45957,"SHEIKH HUMZA COLLEGE OF EDUCATION, BANDIPORE",196,9,1,BANDIPORA,FALSE,FALSE,164154,TRUE,TRUE,FALSE,24764,NAAC,1,4,TRUE,229,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,15,15.26666667,1,0
39147,"Shri Shirdi Sai Baba Mahila B.Ed. College, Jaipur",422,110,8,KISHANGARH RENWAL,FALSE,TRUE,170700,TRUE,FALSE,FALSE,25841,NAAC,1,4,TRUE,200,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,15,13.33333333,1,2
6567,Pondicherry University Campus  I,369,637,34,Karaikal,FALSE,FALSE,202313,TRUE,FALSE,FALSE,31008,NAAC,1,4,TRUE,330,Commerce Commerce Business Administration Business Administration Computer Science Computer Application Computer Science,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,25,16,20.625,1,2
1351,"K B N College of Engineering, GULBARGA",249,579,29,GULBARGA,FALSE,FALSE,163596,TRUE,TRUE,TRUE,24702,NAAC,1,4,TRUE,2846,Electronics Engineering Computer Engineering Electronics Engineering Civil Engineering Computer Engineering Chemical Engineering Electronics Engineering Mechanical Engineering Mechanical Engineering Civil Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,219,12.99543379,3,3
7291,"Shivaji College of Arts, Comm. & Science, Kandhar",328,511,27,Kandhar,FALSE,FALSE,181975,TRUE,TRUE,FALSE,27978,NAAC,1,4,TRUE,1719,Science Botany Zoology Commerce Arts Sociology History History,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,25,33,52.09090909,3,2
7487,"Government College of Education, Parbhani",328,513,27,Parbhani,FALSE,FALSE,158071,TRUE,TRUE,FALSE,23869,NAAC,1.2,4,TRUE,29,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,6,4.833333333,1,2
41491,"Navjeevan Law College, Shivshakti Chowk, CIDCO, Nashik 422009",323,516,27,Nashik,FALSE,FALSE,173564,TRUE,TRUE,FALSE,26351,NAAC,1.26,4,TRUE,169,Law Law Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31.5,16,10.5625,1,2
8305,Govt. Saiha College,345,288,15,Saiha,FALSE,FALSE,177703,TRUE,TRUE,FALSE,27136,NAAC,1.37,4,TRUE,962,Education Sociology Economics Political Science History English Other Indian Languages,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,34.25,41,23.46341463,1,2
18193,"Hutatma National Arts Science College, Ashti",332,504,27,Ashti,FALSE,FALSE,169609,TRUE,TRUE,FALSE,25654,NAAC,1.4,4,TRUE,465,Science Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,35,22,21.13636364,1,2
11131,"Ichalkaranji Shikshan Shastra Mahavidyalaya, Shahapur, Ichalkaranji",325,530,27,ichalkaranji,FALSE,FALSE,168942,TRUE,TRUE,FALSE,25539,NAAC,1.48,4,TRUE,92,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,2,46,1,2
7618,"Mahatma Jyotiba Phule Mahavidyalaya, Mukhed",328,511,27,Mukhed,FALSE,FALSE,199085,TRUE,FALSE,FALSE,30673,NAAC,1.5,4,TRUE,419,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37.5,20,20.95,1,0
35522,"Govt., I Grade College, Savanaur Tq: Shiggaon",230,564,29,Savanur,FALSE,FALSE,157275,TRUE,TRUE,FALSE,23763,NAAC,1.5,4,TRUE,696,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37.5,3,232,1,2
35377,"Govt. Kusum College, Seoni Malwa, Hoshangabad",269,449,23,Seoni Malwa,FALSE,FALSE,178275,TRUE,TRUE,FALSE,27257,NAAC,1.5,4,TRUE,1955,Science Science Science Commerce Commerce Commerce Arts Economics Political Science Hindi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,37.5,7,279.2857143,3,2
17307,Madhya Kamrup College,52,303,18,,FALSE,FALSE,185111,TRUE,FALSE,FALSE,28500,NAAC,1.5,4,TRUE,986,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37.5,32,30.8125,1,0
39009,"Kanoria Mahavi., Jhunjhunun",785,103,8,Mukundgarh,FALSE,FALSE,175590,TRUE,FALSE,FALSE,26731,NAAC,1.5,4,TRUE,293,Commerce Arts Computer Application,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37.5,13,22.53846154,1,2
39686,"L.N.Sahu Mahavidyalaya,,Jagatpur,Cuttack",366,381,21,Cuttack,FALSE,FALSE,176231,TRUE,TRUE,FALSE,26853,NAAC,1.5,4,TRUE,560,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37.5,21,26.66666667,1,2
5843,Kapadia N. M. M. S. Arts & The S. N. S. B. Commerce College,782,486,24,Sankheda-391145,FALSE,FALSE,157441,TRUE,TRUE,FALSE,23787,NAAC,1.51,4,TRUE,848,Commerce Arts Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37.75,9,94.22222222,1,2
17732,"SRI Basaveshwara Government First Grade College ,Mayakonda",218,567,29,Mayakonda,FALSE,FALSE,171316,TRUE,TRUE,FALSE,25963,NAAC,1.51,4,TRUE,258,Commerce Arts Business Management,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,37.75,5,51.6,1,2
39540,"R.D. Chilika Mahavidyalaya, Chilika, Nuapada, Puri",366,387,21,,FALSE,FALSE,199136,TRUE,FALSE,FALSE,30679,NAAC,1.51,4,TRUE,426,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37.75,14,30.42857143,1,2
41543,"M.G.Vidyamandirs Arts & Commerce College, Surgana, Dist. Nashik 422211",323,516,27,Surgana,FALSE,FALSE,193777,TRUE,TRUE,FALSE,29971,NAAC,1.52,4,TRUE,1874,Science Commerce Arts Other Social Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,38,26,72.07692308,3,0
30154,"Gopal Krishna College of Engineering and Technology (GKCET), Jeypore",351,398,21,"JEYPORE, DIST: KORAPUT-764005",FALSE,FALSE,176578,TRUE,TRUE,FALSE,26922,NAAC,1.52,4,TRUE,402,Mechanical Engineering Civil Engineering Electronics Engineering Electrical Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,37,10.86486486,1,0
21625,"GOVT. DEGREE COLLEGE, KORATLA",32,534,36,KORUTLA,FALSE,FALSE,185573,TRUE,TRUE,FALSE,28606,NAAC,1.52,4,TRUE,557,Science Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,38,17,32.76470588,1,2
13295,"Government College, Kekri",408,119,8,KEKRI,FALSE,FALSE,177767,TRUE,FALSE,FALSE,27149,NAAC,1.52,4,TRUE,862,Science Commerce Arts History Political Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,38,15,57.46666667,1,0
33698,Mumbra Shikshan Prasarak Mandals G R College of Arts Science & Commerce  Dombivli East Dist Thane  421 201,318,517,27,Dombivli,FALSE,FALSE,179252,TRUE,TRUE,FALSE,27438,NAAC,1.52,4,TRUE,1014,Science Other Science Science Bio-Technology Bio-Technology Commerce Commerce Commerce Arts Business Management,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,38,15,67.6,1,0
13380,"Govt. Mahavidyalaya, Bilaspur",525,136,9,Bilaspur,FALSE,FALSE,195230,TRUE,TRUE,FALSE,30196,NAAC,1.52,4,TRUE,4881,Physics Chemistry Botany Zoology Science Mathematics Commerce Commerce Arts Economics Political Science Geography History Sociology English Hindi Sanskrit,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,38,17,287.1176471,0,2
8780,G.M.R.D. College,68,221,10,Samastipur,FALSE,FALSE,207321,TRUE,FALSE,FALSE,31600,NAAC,1.52,4,TRUE,1899,Mathematics Physics Botany Chemistry Zoology Psychology Philosophy Economics Political Science History English Hindi Urdu Sanskrit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,38,11,172.6363636,3,0
10925,"Rimuli College, Rimuli",359,375,21,,FALSE,FALSE,176645,TRUE,FALSE,FALSE,26929,NAAC,1.52,4,TRUE,820,Science Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,38,23,35.65217391,1,0
12958,"S.D. College, Kaler",69,239,10,Kaler,TRUE,FALSE,208881,TRUE,FALSE,FALSE,31770,NAAC,1.53,4,TRUE,3366,Science Science Science Science Science Arts Arts Arts Arts Arts Arts Arts Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,38.25,5,673.2,3,2
6723,KADVA PATEL BED COLLEGE,138,471,24,Ghaghret,FALSE,FALSE,160525,TRUE,TRUE,FALSE,24240,NAAC,1.53,4,TRUE,89,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38.25,6,14.83333333,1,2
12319,"INDIRA GANDHI RAJKEEYA DEGREE COLLEGE, BANGARMAU,",505,156,9,unnao,FALSE,FALSE,167797,TRUE,TRUE,FALSE,25343,NAAC,1.53,4,TRUE,1557,Science Commerce Arts Economics Sociology Hindi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,38.25,13,119.7692308,3,2
5921,Shah C. K. Municipal Commerce College,136,473,24,KALOL-382721,FALSE,FALSE,188014,TRUE,TRUE,FALSE,28961,NAAC,1.53,4,TRUE,1772,Commerce Commerce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38.25,9,196.8888889,3,2
39867,M.V.M.TEACHERS TRAINING COLLEGE,413,131,8,Pratapgarh,FALSE,TRUE,186857,TRUE,FALSE,FALSE,28791,NAAC,1.53,4,TRUE,120,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38.25,11,10.90909091,1,2
5880,Smt. R. D. Shah Arts & Smt. V. D. Shah Commerce College,136,474,24,DHOLKA,TRUE,FALSE,160443,TRUE,TRUE,FALSE,24224,NAAC,1.54,4,TRUE,1602,Commerce Arts Hindi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38.5,21,76.28571429,3,2
21713,Dr. Rajendra Prasad Art. & Comm College Risali Bhilai,93,409,22,BHILAI,FALSE,FALSE,173093,TRUE,TRUE,FALSE,26279,NAAC,1.54,4,TRUE,0,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38.5,3,0,1,2
39590,"Narashingapur College, Narashingapur,Cuttack",366,381,21,CUTTACK,FALSE,FALSE,180379,TRUE,FALSE,FALSE,27661,NAAC,1.54,4,TRUE,854,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38.5,24,35.58333333,1,2
21493,"GOVERNMENT DEGREE COLLEGE FOR WOMEN, JAGTIAL",32,534,36,JAGTIAL,FALSE,TRUE,198306,TRUE,TRUE,FALSE,30568,NAAC,1.54,4,TRUE,1498,Science Science Science Chemistry Commerce Commerce Commerce Arts Political Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,38.5,37,40.48648649,3,2
5868,M. D. Shah Commerce & B. D. Patel Arts College,148,483,24,MAHUDHA-387335,FALSE,FALSE,154402,TRUE,TRUE,FALSE,23230,NAAC,1.55,4,TRUE,456,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38.75,16,28.5,1,2
842,"SMT.S.S.AJMERA LAW COLLEGE, GONDAL",151,476,24,Gondal,FALSE,FALSE,173471,TRUE,FALSE,FALSE,26338,NAAC,1.55,4,TRUE,468,Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38.75,2,234,1,2
17722,"Sri. Manjunatha Swamy First Grade College, Davangere",218,567,29,Davangere,FALSE,FALSE,168275,TRUE,TRUE,FALSE,25437,NAAC,1.55,4,TRUE,385,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38.75,12,32.08333333,1,2
22903,Trikuta College of Education,195,21,1,JAMMU,FALSE,FALSE,168856,TRUE,FALSE,FALSE,25533,NAAC,1.57,4,TRUE,39,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39.25,5,7.8,1,0
5969,Vaidya Shri M. M. Patel Education College,136,474,24,Ahmedabad - 380006,FALSE,FALSE,156466,TRUE,TRUE,FALSE,23627,NAAC,1.57,4,TRUE,55,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39.25,8,6.875,1,2
34121,Jeevandip Shikshanik Sansthas Arts Commerce and Science  Goveli  Poi  Dist Thane,318,517,27,KALYAN,FALSE,FALSE,193078,TRUE,TRUE,TRUE,29848,NAAC,1.57,4,TRUE,2121,Science Commerce Commerce Arts Business Management Geography Information Technology Computer Science Journalism & Mass Communication,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,14,39.25,37,57.32432432,3,0
39748,"Anugul Mahila Mahavidyala,Angul (W)",366,384,21,ANGUL,FALSE,TRUE,164573,TRUE,TRUE,FALSE,24833,NAAC,1.57,4,TRUE,708,Science Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,39.25,37,19.13513514,1,2
11882,Sundarban Mahavidyalaya,570,343,19,,FALSE,FALSE,171050,TRUE,TRUE,FALSE,25914,NAAC,1.58,4,TRUE,3160,Education Science Mathematics Chemistry Physics Commerce Commerce Arts Geography Political Science Philosophy History Economics English Bengali Sanskrit,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,39.5,44,71.81818182,3,0
13461,"Saubhagyavati Bai Dani Mahila Mahavidyalaya, Dhampur",525,134,9,Dhampur,FALSE,TRUE,184172,TRUE,FALSE,FALSE,28332,NAAC,1.58,4,TRUE,2714,Education Education Science Zoology Mathematics Commerce Arts,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,39.5,90,30.15555556,3,3
10847,Dharamjeevi Institute of Professional Education,164,72,6,Thanesar,TRUE,FALSE,183544,TRUE,TRUE,TRUE,28242,NAAC,1.58,4,TRUE,100,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39.5,7,14.28571429,1,0
34293,"Jai Bhavani Shikshan Prasarak Mandal's College of Arts, Patoda.",298,523,27,Patoda,FALSE,FALSE,170833,TRUE,TRUE,FALSE,25874,NAAC,1.58,4,TRUE,915,Science Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,39.5,17,53.82352941,1,2
664,Smt. Tanuben and Dr. Manubhai Trivedi College of Information Science,153,492,24,Surat,FALSE,TRUE,157190,TRUE,TRUE,FALSE,23744,NAAC,1.59,4,TRUE,299,Computer Application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39.75,11,27.18181818,1,2
